Actinopteri	Hippoglossus stenolepis	5
Mammalia	Cervus canadensis	5
Merostomata	Limulus polyphemus	5
Mammalia	Cervus elaphus	5
Actinopteri	Pundamilia nyererei	5
Actinopteri	Scatophagus argus	5
Actinopteri	Sphaeramia orbicularis	5
Actinopteri	Scleropages formosus	5
Chondrichthyes	Scyliorhinus canicula	5
Mammalia	Bubalus bubalis	5
Insecta	Rhagoletis zephyria	5
Actinopteri	Danio rerio	4
Mammalia	Pan paniscus	4
Actinopteri	Oryzias latipes	4
Chondrichthyes	Callorhinchus milii	4
Chondrichthyes	Rhincodon typus	4
Amphibia	Geotrypetes seraphini	4
Amphibia	Rhinatrema bivittatum	4
Actinopteri	Denticeps clupeoides	4
Mammalia	Delphinapterus leucas	4
Mammalia	Camelus ferus	4
Mammalia	Globicephala melas	4
Actinopteri	Chelmon rostratus	4
Amphibia	Microcaecilia unicolor	4
Branchiopoda	Daphnia magna	4
Lepidosauria	Gekko japonicus	4
Insecta	Agrilus planipennis	4
Lepidosauria	Sphaerodactylus townsendi	4
Insecta	Stomoxys calcitrans	4
Chondrichthyes	Stegostoma fasciatum	4
Actinopteri	Simochromis diagramma	4
Chromadorea	Necator americanus	4
Mammalia	Bison bison bison	4
Anthozoa	Exaiptasia diaphana	4
Actinopteri	Electrophorus electricus	4
Actinopteri	Lepisosteus oculatus	4
Actinopteri	Astatotilapia calliptera	4
Mammalia	Bos indicus	4
Insecta	Formica exsecta	4
Actinopteri	Nothobranchius furzeri	4
Mammalia	Bos indicus x Bos taurus	4
Mammalia	Bos mutus	4
Mammalia	Bos taurus	4
Mammalia	Capra hircus	4
Mammalia	Odocoileus virginianus texanus	4
Mammalia	Papio anubis	4
Branchiopoda	Daphnia pulicaria	4
Actinopteri	Haplochromis burtoni	4
Mammalia	Macaca nemestrina	4
Insecta	Manduca sexta	4
Anthozoa	Pocillopora damicornis	4
Insecta	Ceratina calcarata	4
Actinopteri	Syngnathus scovelli	4
Actinopteri	Maylandia zebra	4
Actinopteri	Syngnathus acus	4
Mammalia	Talpa occidentalis	4
Insecta	Pogonomyrmex barbatus	4
Mammalia	Phacochoerus africanus	4
Mammalia	Sus scrofa	4
Insecta	Aedes albopictus	4
Actinopteri	Gymnodraco acuticeps	4
Thecostraca	Pollicipes pollicipes	4
Actinopteri	Hippocampus comes	4
Actinopteri	Pygocentrus nattereri	4
Anthozoa	Stylophora pistillata	4
Chondrichthyes	Carcharodon carcharias	4
Testudines	Caretta caretta	4
Actinopteri	Pseudochaenichthys georgianus	4
Testudines	Terrapene carolina triunguis	4
Chondrichthyes	Chiloscyllium plagiosum	4
Mammalia	Manis pentadactyla	3
Mammalia	Mus pahari	3
Mammalia	Monodelphis domestica	3
Mammalia	Mastomys coucha	3
Mammalia	Leopardus geoffroyi	3
Mammalia	Monodon monoceros	3
Insecta	Monomorium pharaonis	3
Mammalia	Manis javanica	3
Mammalia	Marmota monax	3
Mammalia	Molossus molossus	3
Mammalia	Ursus arctos	3
Mammalia	Mustela erminea	3
Mammalia	Marmota marmota marmota	3
Mammalia	Mus caroli	3
Mammalia	Mus musculus	3
Mammalia	Myotis brandtii	3
Mammalia	Myodes glareolus	3
Mammalia	Marmota flaviventris	3
Mammalia	Lutra lutra	3
Mammalia	Mirounga leonina	3
Testudines	Mauremys mutica	3
Mammalia	Loxodonta africana	3
Mammalia	Microcebus murinus	3
Mammalia	Meriones unguiculatus	3
Mammalia	Meles meles	3
Mammalia	Lynx canadensis	3
Mammalia	Vombatus ursinus	3
Mammalia	Lynx rufus	3
Mammalia	Macaca fascicularis	3
Mammalia	Macaca mulatta	3
Mammalia	Vulpes lagopus	3
Mammalia	Lontra canadensis	3
Mammalia	Mandrillus leucophaeus	3
Chromadorea	Loa loa	3
Mammalia	Vicugna pacos	3
Mammalia	Lipotes vexillifer	3
Mammalia	Zalophus californianus	3
Mammalia	Microtus fortis	3
Lepidosauria	Varanus komodoensis	3
Mammalia	Ursus maritimus	3
Mammalia	Vulpes vulpes	3
Mammalia	Microtus ochrogaster	3
Mammalia	Miniopterus natalensis	3
Mammalia	Mesocricetus auratus	3
Mammalia	Mirounga angustirostris	3
Mammalia	Urocitellus parryii	3
Testudines	Mauremys reevesii	3
Insecta	Sitophilus oryzae	3
Mammalia	Myotis davidii	3
Mammalia	Tachyglossus aculeatus	3
Lepidosauria	Protobothrops mucrosquamatus	3
Mammalia	Propithecus coquereli	3
Mammalia	Prionailurus viverrinus	3
Mammalia	Prionailurus bengalensis	3
Mammalia	Suncus etruscus	3
Mammalia	Pongo abelii	3
Mammalia	Suricata suricatta	3
Lepidosauria	Pogona vitticeps	3
Lepidosauria	Podarcis muralis	3
Mammalia	Myotis myotis	3
Mammalia	Pipistrellus kuhlii	3
Actinopteri	Takifugu rubripes	3
Mammalia	Piliocolobus tephrosceles	3
Mammalia	Phyllostomus hastatus	3
Mammalia	Phyllostomus discolor	3
Mammalia	Phocoena sinus	3
Mammalia	Phoca vitulina	3
Insecta	Temnothorax curvispinosus	3
Lepidosauria	Pseudonaja textilis	3
Mammalia	Pteropus alecto	3
Mammalia	Pteropus giganteus	3
Mammalia	Pteropus vampyrus	3
Mammalia	Sorex araneus	3
Lepidosauria	Sceloporus undulatus	3
Mammalia	Sarcophilus harrisii	3
Mammalia	Sapajus apella	3
Mammalia	Saimiri boliviensis boliviensis	3
Mammalia	Rousettus aegyptiacus	3
Arachnida	Rhipicephalus sanguineus	3
Mammalia	Rhinopithecus roxellana	3
Mammalia	Rhinopithecus bieti	3
Mammalia	Rhinolophus ferrumequinum	3
Mammalia	Rattus rattus	3
Mammalia	Rattus norvegicus	3
Amphibia	Rana temporaria	3
Lepidosauria	Python bivittatus	3
Mammalia	Sturnira hondurensis	3
Mammalia	Puma yagouaroundi	3
Mammalia	Puma concolor	3
Mammalia	Lemur catta	3
Mammalia	Peromyscus leucopus	3
Mammalia	Perognathus longimembris pacificus	3
Mammalia	Tupaia chinensis	3
Mammalia	Ochotona princeps	3
Mammalia	Ochotona curzoniae	3
Actinopteri	Notothenia coriiceps	3
Lepidosauria	Notechis scutatus	3
Mammalia	Nomascus leucogenys	3
Mammalia	Neosciurus carolinensis	3
Mammalia	Neophocaena asiaeorientalis asiaeorientalis	3
Mammalia	Neomonachus schauinslandi	3
Mammalia	Neogale vison	3
Insecta	Neodiprion virginianus	3
Insecta	Neodiprion pinetum	3
Insecta	Neodiprion lecontei	3
Insecta	Neodiprion fabricii	3
Anthozoa	Nematostella vectensis	3
Mammalia	Tursiops truncatus	3
Amphibia	Nanorana parkeri	3
Mammalia	Nannospalax galili	3
Mammalia	Octodon degus	3
Mammalia	Trichosurus vulpecula	3
Testudines	Pelodiscus sinensis	3
Mammalia	Odobenus rosmarus divergens	3
Mammalia	Theropithecus gelada	3
Arachnida	Parasteatoda tepidariorum	3
Lepidosauria	Pantherophis guttatus	3
Mammalia	Panthera uncia	3
Mammalia	Panthera tigris	3
Mammalia	Panthera pardus	3
Mammalia	Panthera leo	3
Mammalia	Pan troglodytes	3
Mammalia	Otolemur garnettii	3
Mammalia	Orycteropus afer afer	3
Mammalia	Ornithorhynchus anatinus	3
Insecta	Trachymyrmex cornetzi	3
Mammalia	Orcinus orca	3
Mammalia	Onychomys torridus	3
Insecta	Trachymyrmex zeteki	3
Mammalia	Trachypithecus francoisi	3
Mammalia	Trichechus manatus latirostris	3
Mammalia	Peromyscus maniculatus bairdii	3
Lepidosauria	Zootoca vivipara	3
Mammalia	Grammomys surdaster	3
Insecta	Ctenocephalides felis	3
Mammalia	Aotus nancymaae	3
Collembola	Folsomia candida	3
Branchiopoda	Daphnia pulex	3
Mammalia	Canis lupus dingo	3
Mammalia	Canis lupus familiaris	3
Mammalia	Fukomys damarensis	3
Insecta	Anoplophora glabripennis	3
Mammalia	Carlito syrichta	3
Mammalia	Castor canadensis	3
Mammalia	Arvicola amphibius	3
Amphibia	Bufo gargarizans	3
Mammalia	Cavia porcellus	3
Mammalia	Cebus imitator	3
Amphibia	Bufo bufo	3
Testudines	Gopherus evgoodei	3
Mammalia	Gorilla gorilla gorilla	3
Arachnida	Centruroides sculpturatus	3
Mammalia	Gracilinanus agilis	3
Insecta	Bradysia coprophila	3
Mammalia	Felis catus	3
Mammalia	Dasypus novemcinctus	3
Mammalia	Camelus dromedarius	3
Mammalia	Equus przewalskii	3
Mammalia	Elephas maximus indicus	3
Mammalia	Callithrix jacchus	3
Mammalia	Enhydra lutris kenyoni	3
Mammalia	Eptesicus fuscus	3
Insecta	Diaphorina citri	3
Mammalia	Equus asinus	3
Mammalia	Equus caballus	3
Mammalia	Callorhinus ursinus	3
Mammalia	Equus quagga	3
Mammalia	Arvicanthis niloticus	3
Mammalia	Echinops telfairi	3
Mammalia	Erinaceus europaeus	3
Mammalia	Desmodus rotundus	3
Mammalia	Eumetopias jubatus	3
Mammalia	Dipodomys ordii	3
Arachnida	Dermatophagoides pteronyssinus	3
Insecta	Apis laboriosa	3
Insecta	Diprion similis	3
Mammalia	Dromiciops gliroides	3
Mammalia	Elephantulus edwardii	3
Mammalia	Ailuropoda melanoleuca	3
Crocodylia	Alligator mississippiensis	3
Mammalia	Chlorocebus sabaeus	3
Mammalia	Choloepus didactylus	3
Insecta	Acromyrmex echinatior	3
Mammalia	Homo sapiens	3
Mammalia	Hyaena hyaena	3
Testudines	Chrysemys picta bellii	3
Mammalia	Chrysochloris asiatica	3
Mammalia	Hylobates moloch	3
Mammalia	Balaenoptera musculus	3
Anthozoa	Acropora millepora	3
Mammalia	Ictidomys tridecemlineatus	3
Insecta	Ischnura elegans	3
Mammalia	Lagenorhynchus obliquidens	3
Arachnida	Ixodes scapularis	3
Mammalia	Jaculus jaculus	3
Mammalia	Balaenoptera acutorostrata scammoni	3
Mammalia	Colobus angolensis palliatus	3
Testudines	Chelonoidis abingdonii	3
Mammalia	Chinchilla lanigera	3
Mammalia	Condylura cristata	3
Mammalia	Ceratotherium simum simum	3
Mammalia	Cercocebus atys	3
Lepidosauria	Anolis carolinensis	3
Insecta	Bactrocera oleae	3
Mammalia	Halichoerus grypus	3
Coelacanthiformes	Latimeria chalumnae	3
Lepidosauria	Lacerta agilis	3
Demospongiae	Amphimedon queenslandica	3
Crocodylia	Alligator sinensis	3
Insecta	Chelonus insularis	3
Clitellata	Helobdella robusta	3
Mammalia	Cricetulus griseus	3
Mammalia	Heterocephalus glaber	3
Mammalia	Hipposideros armiger	3
Insecta	Bombus impatiens	2
Insecta	Schistocerca americana	2
Insecta	Bombus pyrosoma	2
Insecta	Bombyx mandarina	2
Insecta	Bombus terrestris	2
Insecta	Bombus vancouverensis nearcticus	2
Arachnida	Rhipicephalus microplus	2
Insecta	Bombyx mori	2
Chromadorea	Caenorhabditis briggsae	2
Insecta	Bombus vosnesenskii	2
Chromadorea	Brugia malayi	2
Aves	Calidris pugnax	2
Insecta	Leguminivora glycinivorella	2
Insecta	Cataglyphis hispanica	2
Aves	Calypte anna	2
Aves	Camarhynchus parvulus	2
Aves	Columba livia	2
Insecta	Colletes gigas	2
Aves	Pipra filicauda	2
Insecta	Plutella xylostella	2
Insecta	Colias croceus	2
Insecta	Coccinella septempunctata	2
Aves	Chiroxiphia lanceolata	2
Aves	Charadrius vociferus	2
Aves	Chaetura pelagica	2
Insecta	Ceratosolen solmsi marchali	2
Insecta	Ceratitis capitata	2
Insecta	Pseudomyrmex gracilis	2
Insecta	Cephus cinctus	2
Aves	Pseudopodoces humilis	2
Aves	Centrocercus urophasianus	2
Aves	Catharus ustulatus	2
Insecta	Schistocerca gregaria	2
Aves	Pyrgilauda ruficollis	2
Insecta	Camponotus floridanus	2
Insecta	Rhagoletis pomonella	2
Mammalia	Camelus bactrianus	2
Insecta	Schistocerca cancellata	2
Insecta	Aricia agestis	2
Insecta	Schistocerca nitens	2
Insecta	Schistocerca piceifrons	2
Aves	Tyto alba	2
Aves	Anas platyrhynchos	2
Insecta	Trichoplusia ni	2
Insecta	Tribolium madens	2
Insecta	Tribolium castaneum	2
Insecta	Anopheles aquasalis	2
Insecta	Anopheles arabiensis	2
Insecta	Anopheles coluzzii	2
Insecta	Trachymyrmex septentrionalis	2
Insecta	Anopheles darlingi	2
Testudines	Trachemys scripta elegans	2
Insecta	Anopheles funestus	2
Aves	Tinamus guttatus	2
Insecta	Anopheles gambiae str. PEST	2
Insecta	Anopheles maculipalpis	2
Insecta	Amyelois transitella	2
Insecta	Vanessa atalanta	2
Insecta	Vanessa cardui	2
Amphibia	Xenopus laevis	2
Aves	Zonotrichia albicollis	2
Insecta	Zeugodacus cucurbitae	2
Insecta	Zerene cesonia	2
Aves	Accipiter gentilis	2
Anthozoa	Acropora digitifera	2
Anthozoa	Actinia tenebrosa	2
Insecta	Wasmannia auropunctata	2
Insecta	Vanessa tameamea	2
Insecta	Aedes aegypti	2
Insecta	Aethina tumida	2
Insecta	Vollenhovia emeryi	2
Insecta	Venturia canescens	2
Arachnida	Varroa jacobsoni	2
Arachnida	Varroa destructor	2
Insecta	Anopheles merus	2
Lepidosauria	Thamnophis sirtalis	2
Insecta	Anopheles stephensi	2
Insecta	Bactrocera dorsalis	2
Insecta	Spodoptera litura	2
Insecta	Spodoptera frugiperda	2
Insecta	Atta cephalotes	2
Insecta	Solenopsis invicta	2
Insecta	Atta colombica	2
Aves	Aythya fuligula	2
Insecta	Bactrocera latifrons	2
Insecta	Pieris napi	2
Insecta	Bactrocera neohumeralis	2
Insecta	Bactrocera tryoni	2
Insecta	Belonocnema kinseyi	2
Insecta	Bombus bifarius	2
Insecta	Bombus huntii	2
Insecta	Schistocerca serialis cubense	2
Arachnida	Stegodyphus dumicola	2
Aves	Aquila chrysaetos chrysaetos	2
Arachnida	Tetranychus urticae	2
Insecta	Apis dorsata	2
Aves	Anser cygnoides	2
Insecta	Anthonomus grandis grandis	2
Insecta	Teleopsis dalmanni	2
Aves	Taeniopygia guttata	2
Insecta	Aphidius gifuensis	2
Insecta	Apis cerana	2
Insecta	Apis florea	2
Aves	Strigops habroptila	2
Insecta	Apis mellifera	2
Aves	Aptenodytes forsteri	2
Aves	Sturnus vulgaris	2
Aves	Apteryx rowi	2
Aves	Struthio camelus australis	2
Chromadorea	Strongyloides ratti	2
Insecta	Pieris rapae	2
Insecta	Photinus pyralis	2
Insecta	Pieris brassicae	2
Insecta	Drosophila yakuba	2
Insecta	Dufourea novaeangliae	2
Aves	Egretta garzetta	2
Aves	Empidonax traillii	2
Insecta	Nasonia vitripennis	2
Mammalia	Myotis lucifugus	2
Insecta	Eufriesea mexicana	2
Aves	Myiozetetes cayanensis	2
Insecta	Musca domestica	2
Aves	Falco cherrug	2
Aves	Falco naumanni	2
Aves	Falco peregrinus	2
Aves	Falco rusticolus	2
Aves	Motacilla alba alba	2
Aves	Ficedula albicollis	2
Insecta	Fopius arisanus	2
Aves	Dryobates pubescens	2
Aves	Neopelma chrysocephalum	2
Insecta	Frieseomelitta varia	2
Insecta	Drosophila willistoni	2
Insecta	Drosophila santomea	2
Insecta	Nymphalis io	2
Insecta	Nylanderia fulva	2
Aves	Numida meleagris	2
Insecta	Drosophila sechellia	2
Insecta	Drosophila simulans	2
Aves	Nothoprocta perdicaria	2
Insecta	Drosophila subobscura	2
Insecta	Drosophila subpulchrella	2
Insecta	Nomia melanderi	2
Insecta	Drosophila suzukii	2
Aves	Nipponia nippon	2
Insecta	Nicrophorus vespilloides	2
Aves	Nestor notabilis	2
Insecta	Drosophila teissieri	2
Aves	Molothrus ater	2
Arachnida	Galendromus occidentalis	2
Insecta	Drosophila navojoa	2
Insecta	Maniola jurtina	2
Aves	Hirundo rustica	2
Aves	Manacus vitellinus	2
Malacostraca	Hyalella azteca	2
Hydrozoa	Hydra vulgaris	2
Insecta	Lucilia cuprina	2
Insecta	Hyposmocoma kahamanoa	2
Aves	Lonchura striata domestica	2
Insecta	Linepithema humile	2
Aves	Leptosomus discolor	2
Mammalia	Leptonychotes weddellii	2
Insecta	Leptinotarsa decemlineata	2
Aves	Lagopus leucura	2
Aves	Lepidothrix coronata	2
Hexanauplia	Lepeophtheirus salmonis	2
Aves	Lagopus muta	2
Insecta	Maniola hyperantus	2
Insecta	Hermetia illucens	2
Mammalia	Galeopterus variegatus	2
Insecta	Helicoverpa zea	2
Aves	Gallus gallus	2
Crocodylia	Gavialis gangeticus	2
Aves	Geospiza fortis	2
Insecta	Glossina fuscipes	2
Aves	Mesitornis unicolor	2
Aves	Merops nubicus	2
Aves	Melopsittacus undulatus	2
Insecta	Melitaea cinxia	2
Aves	Meleagris gallopavo	2
Insecta	Habropoda laboriosa	2
Insecta	Megalopta genalis	2
Insecta	Megachile rotundata	2
Insecta	Harmonia axyridis	2
Insecta	Harpegnathos saltator	2
Insecta	Helicoverpa armigera	2
Insecta	Drosophila pseudoobscura	2
Aves	Acanthisitta chloris	2
Insecta	Drosophila miranda	2
Aves	Passer montanus	2
Insecta	Danaus plexippus plexippus	2
Insecta	Cyphomyrmex costatus	2
Aves	Cygnus olor	2
Insecta	Papilio machaon	2
Insecta	Papilio polytes	2
Insecta	Papilio xuthus	2
Aves	Cygnus atratus	2
Aves	Cyanistes caeruleus	2
Insecta	Culex quinquefasciatus	2
Insecta	Drosophila melanogaster	2
Insecta	Pararge aegeria	2
Aves	Cuculus canorus	2
Aves	Parus major	2
Insecta	Cryptotermes secundus	2
Aves	Oxyura jamaicensis	2
Insecta	Pectinophora gossypiella	2
Crocodylia	Crocodylus porosus	2
Aves	Coturnix japonica	2
Insecta	Cotesia glomerata	2
Aves	Corvus moneduloides	2
Aves	Corvus kubaryi	2
Aves	Corvus hawaiiensis	2
Aves	Corvus cornix cornix	2
Aves	Corvus brachyrhynchos	2
Aves	Phaethon lepturus	2
Aves	Phasianus colchicus	2
Aves	Corapipo altera	2
Insecta	Copidosoma floridanum	2
Insecta	Dendroctonus ponderosae	2
Insecta	Culex pipiens pallens	2
Arachnida	Dermacentor andersoni	2
Insecta	Diachasma alloeum	2
Anthozoa	Orbicella faveolata	2
Insecta	Drosophila busckii	2
Insecta	Drosophila ananassae	2
Insecta	Dinoponera quadriceps	2
Insecta	Drosophila guanche	2
Insecta	Ooceraea biroi	2
Insecta	Orussus abietinus	2
Insecta	Drosophila arizonae	2
Insecta	Diabrotica virgifera virgifera	2
Insecta	Drosophila albomicans	2
Insecta	Odontomachus brunneus	2
Insecta	Drosophila innubila	2
Insecta	Osmia bicornis bicornis	2
Insecta	Drosophila mauritiana	2
Aves	Dromaius novaehollandiae	2
Arachnida	Dermacentor silvarum	2
Aves	Onychostruthus taczanowskii	2
Insecta	Polistes canadensis	1
Insecta	Vespa crabro	1
Insecta	Myzus persicae	1
Insecta	Homalodisca vitripennis	1
Insecta	Polistes dominula	1
Insecta	Polistes fuscatus	1
Aves	Chlamydotis macqueenii	1
Insecta	Vespa velutina	1
Insecta	Chrysoperla carnea	1
Insecta	Vespula pensylvanica	1
Malacostraca	Homarus americanus	1
Aves	Balearica regulorum gibbericeps	1
Insecta	Adelges cooleyi	1
Malacostraca	Portunus trituberculatus	1
Anthozoa	Xenia sp. Carnegie-2017	1
Insecta	Cimex lectularius	1
Insecta	Acyrthosiphon pisum	1
Ascidiacea	Ciona intestinalis	1
Insecta	Bemisia tabaci	1
Aves	Phalacrocorax carbo	1
Aves	Colius striatus	1
Insecta	Zootermopsis nevadensis	1
Malacostraca	Penaeus monodon	1
Insecta	Trichogramma pretiosum	1
Insecta	Halyomorpha halys	1
Malacostraca	Penaeus japonicus	1
Aves	Eurypyga helias	1
Insecta	Daktulosphaira vitifoliae	1
Aves	Pygoscelis adeliae	1
Aves	Cariama cristata	1
Insecta	Aphis gossypii	1
Aves	Apaloderma vittatum	1
Aves	Antrostomus carolinensis	1
Aves	Tauraco erythrolophus	1
Insecta	Frankliniella occidentalis	1
Insecta	Diuraphis noxia	1
Aves	Fulmarus glacialis	1
Insecta	Athalia rosae	1
Aves	Athene cunicularia	1
Aves	Pterocles gutturalis	1
Insecta	Thrips palmi	1
Aves	Gavia stellata	1
Insecta	Rhopalosiphum maidis	1
Aves	Opisthocomus hoazin	1
Insecta	Nilaparvata lugens	1
Insecta	Contarinia nasturtii	1
Aves	Buceros rhinoceros silvestris	1
Aves	Pelecanus crispus	1
Malacostraca	Procambarus clarkii	1
Insecta	Melanaphis sacchari	1
Malacostraca	Penaeus chinensis	1
Insecta	Anopheles albimanus	1
Aves	Haliaeetus albicilla	1
Aves	Haliaeetus leucocephalus	1
Crinoidea	Anneissia japonica	1
Insecta	Sipha flava	1
